cod_municipio,nome_municipio,latitude,populacao_2022,casos_hanseniase_2024,taxa_bruta_hanseniase,casos_esperados,sme,theta_eb,taxa_estimada_eb,dados_esparsos,estabilidade,proporcao_suavizacao
2801603,Cedro de São João,28,60819,8,13.153784179286076,2.349638339681486,3.4047793079016873,2.8363679435491638,283636.7943549164,False,Estável (> 5 casos),21560.493635261573
2801702,Cristinápolis,28,50854,0,0.0,1.964657559745512,0.0,0.1516980023750543,15169.80023750543,True,Muito instável (0 casos),15169800.237505428
2801900,Cumbe,28,12488,2,16.015374759769376,0.4824525820211184,4.145485120260905,2.1910783052061364,219107.83052061364,True,Instável (1-2 casos),13679.238806036068
2802007,Divina Pastora,28,17513,0,0.0,0.6765848870063939,0.0,0.303749839659057,30374.9839659057,True,Muito instável (0 casos),30374983.9659057
2802106,Estância,28,53310,2,3.7516413430876,2.0595409310975192,0.9710901928684709,0.8959195538853634,89591.95538853634,True,Instável (1-2 casos),23873.372261438082
2802205,Feira Nova,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2802304,Frei Paulo,28,31246,0,0.0,1.2071359207104313,0.0,0.21498994798591786,21498.994798591786,True,Muito instável (0 casos),21498994.798591785
2802403,Gararu,28,67261,0,0.0,2.598514023007883,0.0,0.12171526834028602,12171.526834028602,True,Muito instável (0 casos),12171526.834028602
2802502,General Maynard,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2802601,Graccho Cardoso,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2802700,Ilha das Flores,28,54725,0,0.0,2.114207042849592,0.0,0.143365692705438,14336.5692705438,True,Muito instável (0 casos),14336569.270543799
2802809,Indiaroba,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2802908,Itabaiana,28,14014,0,0.0,0.541406989465403,0.0,0.33945760518649504,33945.760518649506,True,Muito instável (0 casos),33945760.5186495
2803005,Itabaianinha,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2803104,Itabi,28,14452,0,0.0,0.5583283724671046,0.0,0.33453473925854216,33453.47392585422,True,Muito instável (0 casos),33453473.925854217
2803203,Itaporanga d'Ajuda,28,44197,0,0.0,1.707475718096362,0.0,0.16854366004839152,16854.366004839154,True,Muito instável (0 casos),16854366.004839152
2803302,Japaratuba,28,45677,2,4.3785712721938825,1.7646529939925228,1.1333673004316873,1.007246949820179,100724.6949820179,True,Instável (1-2 casos),22997.75712070815
2803401,Japoatã,28,47717,0,0.0,1.8434649148223659,0.0,0.15919597037424546,15919.597037424546,True,Muito instável (0 casos),15919597.037424546
2803500,Lagarto,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2803609,Laranjeiras,28,12133,0,0.0,0.4687377624649447,0.0,0.36235723192529895,36235.7231925299,True,Muito instável (0 casos),36235723.192529894
2803708,Macambira,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2803807,Malhada dos Bois,28,21230,0,0.0,0.8201848427537111,0.0,0.2732191328564033,27321.91328564033,True,Muito instável (0 casos),27321913.28564033
2803906,Malhador,28,59337,3,5.055867334041155,2.2923837971962766,1.3086813838368516,1.1687309487151702,116873.09487151702,False,Moderada (3-5 casos),23110.75835774177
2804003,Maruim,28,34816,2,5.744485294117647,1.3450567821626567,1.4869260736965242,1.223590337089719,122359.0337089719,True,Instável (1-2 casos),21295.55345811184
2804102,Moita Bonita,28,20898,1,4.785146904009953,0.8073585889715993,1.2386070002349072,0.9819842756820003,98198.42756820003,True,Instável (1-2 casos),20516.219913564906
2804201,Monte Alegre de Sergipe,28,30375,1,3.292181069958848,1.1734863211796502,0.852161616161616,0.7802242408698714,78022.42408698714,True,Instável (1-2 casos),23691.115140198508
2804300,Muribeca,28,54069,4,7.397954465590264,2.088863601641564,1.9149167982325612,1.6276474913031604,162764.74913031605,False,Moderada (3-5 casos),21997.344615752576
2804409,Neópolis,28,25176,0,0.0,0.9726318229471234,0.0,0.24687617697654873,24687.617697654874,True,Muito instável (0 casos),24687617.697654873
2804458,Nossa Senhora Aparecida,28,42715,0,0.0,1.6502211756111524,0.0,0.1728159586666289,17281.59586666289,True,Muito instável (0 casos),17281595.86666289
2804508,Nossa Senhora da Glória,28,13225,0,0.0,0.5109253200856254,0.0,0.3487010298890694,34870.10298890694,True,Muito instável (0 casos),34870102.98890694
2804607,Nossa Senhora das Dores,28,26077,0,0.0,1.0074404213136374,0.0,0.24155824267853726,24155.824267853724,True,Muito instável (0 casos),24155824.267853726
2804706,Nossa Senhora de Lourdes,28,15077,0,0.0,0.5824741815448752,0.0,0.3277523274349535,32775.232743495355,True,Muito instável (0 casos),32775232.743495353
2804805,Nossa Senhora do Socorro,28,49263,4,8.119684144286786,1.9031919881571393,2.101732260796873,1.7479684136112585,174796.84136112584,False,Moderada (3-5 casos),21523.89116130716
2804904,Pacatuba,28,26599,1,3.7595398323245233,1.0276070010553915,0.9731346701345572,0.8497913613624809,84979.1361362481,True,Instável (1-2 casos),22596.589953918792
2805000,Pedra Mole,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2805109,Pedrinhas,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2805208,Pinhão,28,13720,0,0.0,0.5300488008752198,0.0,0.34284407062620875,34284.40706262088,True,Muito instável (0 casos),34284407.06262088
2805307,Pirambu,28,29461,0,0.0,1.1381754899843184,0.0,0.22347800508632415,22347.800508632416,True,Muito instável (0 casos),22347800.508632414
2805406,Poço Redondo,28,79447,7,8.81090538346319,3.069299350082623,2.280650794068544,2.0094518702471205,200945.18702471204,False,Estável (> 5 casos),22802.82951022314
2805505,Poço Verde,28,41574,3,7.216048491845864,1.6061405865587746,1.8678315118277593,1.5308832442093656,153088.32442093655,False,Moderada (3-5 casos),21211.040572250884
2805604,Porto da Folha,28,8823,0,0.0,0.3408615575890717,0.0,0.4111661794676055,41116.61794676055,True,Muito instável (0 casos),41116617.94676054
2805703,Propriá,28,52811,3,5.680634716252295,2.0402629171298274,1.470398728914947,1.2799762952022709,127997.62952022708,False,Moderada (3-5 casos),22527.310409342284
2805802,Riachão do Dantas,28,60966,0,0.0,2.3553174339765777,0.0,0.13170266975625586,13170.266975625585,True,Muito instável (0 casos),13170266.975625586
2805901,Riachuelo,28,25539,0,0.0,0.9866557088594925,0.0,0.24470574041147197,24470.574041147196,True,Muito instável (0 casos),24470574.041147195
2806008,Ribeirópolis,28,55476,1,1.8025812964164685,2.143220647037441,0.4665875169606513,0.5052643238990014,50526.43238990015,True,Instável (1-2 casos),28013.502861773406
2806107,Rosário do Catete,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2806206,Salgado,28,77923,3,3.849954442205768,3.0104222092273867,0.9965379576341681,0.9368398212122991,93683.98212122991,False,Moderada (3-5 casos),24326.471157401997
2806305,Santa Luzia do Itanhy,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2806404,Santana do São Francisco,28,32834,1,3.0456234391179877,1.2684855924152307,0.7883416303499144,0.7407347980541794,74073.47980541794,True,Instável (1-2 casos),24312.303657528013
2806503,Santa Rosa de Lima,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2806602,Santo Amaro das Brotas,28,38917,0,0.0,1.5034919230073562,0.0,0.18482228880259896,18482.228880259896,True,Muito instável (0 casos),18482228.880259894
2806701,São Cristóvão,28,45522,3,6.590220113351786,1.7586648333412356,1.705839534131349,1.4322429797129348,143224.29797129348,False,Moderada (3-5 casos),21728.557882790938
2806800,São Domingos,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2806909,São Francisco,28,24775,2,8.072653884964684,0.9571398718428258,2.089558756077424,1.5267598693173128,152675.98693173128,True,Instável (1-2 casos),18909.39547980315
2807006,São Miguel do Aleixo,28,8592,0,0.0,0.3319372665539277,0.0,0.415067986019326,41506.7986019326,True,Muito instável (0 casos),41506798.6019326
2807105,Simão Dias,28,39246,0,0.0,1.5162022769058947,0.0,0.18371664337163554,18371.664337163555,True,Muito instável (0 casos),18371664.337163553
2807204,Siriri,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
2807303,Telha,28,82677,4,4.838104914305067,3.194084891396541,1.2523148682661,1.1545705516646891,115457.05516646891,False,Moderada (3-5 casos),23858.176068938246
2807402,Tobias Barreto,28,20629,3,14.542634155800087,0.7969662327445268,3.7642749174815684,2.4122704546112157,241227.04546112157,False,Moderada (3-5 casos),16585.435266244567
2807501,Tomar do Geru,28,15905,0,0.0,0.6144625494111057,0.0,0.31917942001229166,31917.942001229167,True,Muito instável (0 casos),31917942.001229167
2807600,Umbaúba,28,5000,0,0.0,0.19316647262216463,0.0,0.48691832406683755,48691.83240668375,True,Muito instável (0 casos),48691832.40668375
